Lead Source,Total Time Spent on Website,Total Visits,Last Activity,Converted
Direct Traffic,897,3,Form Submitted,0
Direct Traffic,3424,4,Email Opened,1
Referral,4540,15,Email Opened,0
Organic Search,1258,5,Form Submitted,0
Social Media,2015,5,Other,0
Google,4833,10,Email Opened,0
Social Media,1702,16,Other,1
Google,873,12,Page Visited,0
Organic Search,565,14,Form Submitted,0
Google,2018,11,Page Visited,0
Referral,1885,19,Other,0
Referral,2123,6,Page Visited,0
Referral,4642,10,Page Visited,0
Referral,2314,3,Page Visited,0
Social Media,4412,15,Email Opened,0
Organic Search,3883,11,Email Opened,1
Google,3192,2,Form Submitted,0
Google,1859,6,Other,1
Referral,24,17,Other,0
Referral,3503,18,Form Submitted,0
Direct Traffic,4255,4,Other,1
Organic Search,1137,9,Other,0
Social Media,4995,10,Page Visited,0
Google,1189,2,Page Visited,0
Direct Traffic,4798,11,Other,0
Direct Traffic,4096,11,Form Submitted,0
Google,3157,11,Form Submitted,0
Social Media,2367,1,Other,0
Direct Traffic,4477,14,Form Submitted,0
Direct Traffic,1741,1,Form Submitted,1
Organic Search,3688,9,Page Visited,0
Social Media,3746,1,Form Submitted,0
Direct Traffic,897,4,Email Opened,0
Social Media,4023,1,Page Visited,0
Google,716,19,Email Opened,0
Referral,3967,10,Other,0
Direct Traffic,4021,15,Form Submitted,0
Organic Search,3215,4,Email Opened,1
Google,390,14,Form Submitted,1
Social Media,3884,5,Email Opened,0
Google,1699,15,Page Visited,1
Direct Traffic,3037,15,Other,1
Social Media,232,16,Email Opened,0
Referral,1926,16,Page Visited,1
Google,3131,4,Other,0
Direct Traffic,3306,9,Email Opened,0
Organic Search,2724,1,Email Opened,0
Social Media,4801,5,Page Visited,1
Google,233,9,Other,0
Google,1391,5,Other,0
Referral,2892,4,Page Visited,0
Referral,1255,16,Form Submitted,0
Organic Search,2538,2,Page Visited,0
Organic Search,3690,16,Other,1
Direct Traffic,889,18,Page Visited,0
Direct Traffic,4687,2,Form Submitted,0
Organic Search,745,16,Page Visited,1
Organic Search,1719,1,Page Visited,0
Social Media,427,16,Email Opened,0
Referral,731,3,Form Submitted,0
Direct Traffic,799,15,Other,1
Referral,4297,11,Form Submitted,0
Referral,835,10,Other,0
Organic Search,134,17,Other,0
Social Media,2538,4,Email Opened,1
Google,3718,17,Form Submitted,0
Social Media,40,4,Email Opened,0
Social Media,3367,19,Page Visited,0
Referral,2415,1,Form Submitted,0
Social Media,2040,14,Page Visited,0
Direct Traffic,4339,11,Form Submitted,0
Referral,2949,7,Other,1
Direct Traffic,4261,17,Page Visited,1
Google,3466,4,Form Submitted,0
Referral,3088,10,Form Submitted,0
Google,4823,17,Page Visited,0
Referral,1115,4,Email Opened,1
Organic Search,4578,19,Form Submitted,0
Social Media,2590,18,Email Opened,0
Organic Search,3573,17,Email Opened,1
Google,2978,6,Email Opened,1
Social Media,2447,7,Email Opened,0
Referral,1230,6,Email Opened,0
Social Media,2666,12,Other,0
Direct Traffic,4975,9,Email Opened,0
Social Media,4925,18,Other,1
Direct Traffic,4854,2,Form Submitted,0
Social Media,4258,17,Other,0
Direct Traffic,2594,1,Other,1
Google,3430,9,Email Opened,0
Organic Search,2917,6,Form Submitted,0
Referral,2952,2,Form Submitted,0
Social Media,1995,6,Form Submitted,1
Organic Search,3891,9,Page Visited,0
Referral,306,3,Other,0
Referral,1362,16,Email Opened,0
Direct Traffic,2102,15,Page Visited,1
Google,3030,12,Email Opened,0
Google,332,8,Page Visited,0
Organic Search,2752,6,Form Submitted,1
Google,242,3,Page Visited,1
Social Media,1884,4,Form Submitted,1
Google,1432,10,Page Visited,0
Organic Search,2550,14,Email Opened,1
Google,302,15,Email Opened,0
Social Media,4330,7,Page Visited,0
Direct Traffic,3109,7,Other,0
Organic Search,2186,8,Other,0
Direct Traffic,4290,10,Page Visited,0
Direct Traffic,1550,19,Other,0
Direct Traffic,1792,19,Email Opened,1
Referral,646,2,Other,0
Referral,4656,15,Page Visited,0
Direct Traffic,712,1,Other,0
Organic Search,4508,10,Page Visited,1
Social Media,537,6,Email Opened,0
Social Media,234,13,Form Submitted,0
Google,2396,10,Email Opened,0
Organic Search,1504,12,Email Opened,1
Referral,1374,6,Page Visited,0
Direct Traffic,4511,6,Email Opened,0
Google,1909,1,Email Opened,0
Social Media,915,12,Other,1
Referral,3958,10,Page Visited,0
Referral,80,14,Other,0
Direct Traffic,2083,15,Page Visited,0
Social Media,2688,4,Other,1
Organic Search,1690,1,Other,0
Referral,756,8,Form Submitted,0
Direct Traffic,2670,3,Email Opened,0
Organic Search,3751,14,Other,0
Social Media,3552,17,Form Submitted,0
Referral,467,2,Other,0
Organic Search,1494,15,Other,1
Organic Search,1019,6,Form Submitted,0
Organic Search,901,5,Form Submitted,1
Referral,672,14,Form Submitted,0
Referral,438,19,Email Opened,1
Google,4222,9,Email Opened,0
Social Media,2076,8,Other,0
Direct Traffic,444,3,Email Opened,0
Organic Search,965,18,Form Submitted,1
Google,3790,8,Page Visited,1
Direct Traffic,463,16,Email Opened,0
Google,2198,15,Form Submitted,0
Referral,2287,15,Form Submitted,0
Organic Search,3765,16,Form Submitted,0
Direct Traffic,3176,1,Form Submitted,0
Direct Traffic,4008,10,Other,0
Direct Traffic,3504,19,Form Submitted,0
Direct Traffic,912,5,Form Submitted,1
Direct Traffic,496,18,Other,1
Google,1463,3,Email Opened,0
Organic Search,4253,4,Page Visited,1
Referral,4267,4,Other,0
Referral,493,11,Other,1
Referral,1426,9,Email Opened,0
Referral,1692,1,Email Opened,1
Google,1793,16,Form Submitted,0
Social Media,2723,9,Email Opened,0
Organic Search,658,11,Page Visited,0
Direct Traffic,4761,6,Other,0
Social Media,4462,17,Page Visited,0
Referral,549,12,Form Submitted,0
Social Media,642,8,Page Visited,1
Organic Search,4350,16,Form Submitted,0
Direct Traffic,207,5,Page Visited,0
Direct Traffic,2497,1,Other,0
Organic Search,4190,17,Page Visited,0
Organic Search,1883,8,Email Opened,0
Referral,2886,10,Page Visited,1
Direct Traffic,477,18,Other,0
Social Media,761,15,Form Submitted,0
Google,189,13,Page Visited,0
Google,755,10,Page Visited,0
Organic Search,1446,9,Email Opened,0
Referral,4931,13,Form Submitted,0
Google,1663,3,Form Submitted,1
Direct Traffic,1835,3,Form Submitted,0
Organic Search,4228,1,Other,0
Social Media,4150,2,Other,0
Organic Search,4060,11,Email Opened,1
Social Media,4605,14,Page Visited,1
Organic Search,4765,10,Other,0
Organic Search,3612,7,Form Submitted,1
Organic Search,1689,1,Page Visited,0
Social Media,1316,7,Page Visited,0
Social Media,4829,15,Page Visited,1
Organic Search,3186,11,Email Opened,1
Google,4020,6,Other,1
Referral,4354,7,Other,1
Referral,1145,7,Page Visited,1
Referral,4394,1,Email Opened,0
Social Media,560,10,Email Opened,0
Social Media,1912,15,Other,0
Google,1864,8,Other,1
Referral,296,19,Email Opened,0
Referral,2409,3,Form Submitted,0
Organic Search,2636,15,Email Opened,1
Social Media,1461,4,Form Submitted,1
Referral,4292,6,Other,0
Google,2268,10,Email Opened,0
Google,994,18,Email Opened,0
Referral,7,16,Email Opened,0
Social Media,2591,18,Email Opened,0
Google,2515,6,Page Visited,1
Organic Search,4415,19,Page Visited,0
Google,1417,17,Other,0
Direct Traffic,2316,18,Other,0
Direct Traffic,3932,13,Email Opened,0
Social Media,1287,7,Page Visited,0
Referral,2844,12,Other,1
Social Media,1118,2,Form Submitted,1
Social Media,552,12,Page Visited,0
Social Media,660,12,Page Visited,1
Social Media,715,4,Page Visited,0
Organic Search,3585,4,Email Opened,0
Organic Search,3761,18,Form Submitted,0
Google,2529,16,Email Opened,0
Direct Traffic,3970,14,Other,0
Social Media,3407,17,Form Submitted,0
Google,1458,17,Email Opened,0
Direct Traffic,3267,3,Page Visited,0
Referral,854,6,Form Submitted,0
Organic Search,4760,13,Page Visited,0
Direct Traffic,3537,9,Other,0
Referral,1897,9,Form Submitted,0
Direct Traffic,272,8,Other,0
Organic Search,4087,17,Other,1
Organic Search,1272,16,Other,0
Google,4374,16,Form Submitted,0
Social Media,4019,19,Other,0
Direct Traffic,815,16,Email Opened,0
Direct Traffic,4371,14,Email Opened,1
Referral,922,14,Other,0
Organic Search,4737,14,Page Visited,0
Direct Traffic,4600,14,Other,1
Organic Search,4867,12,Other,0
Direct Traffic,1264,6,Page Visited,0
Google,3724,13,Form Submitted,1
Social Media,2787,16,Form Submitted,1
Direct Traffic,2722,9,Other,0
Organic Search,4223,2,Email Opened,0
Google,2550,3,Email Opened,1
Direct Traffic,2949,10,Email Opened,0
Referral,1673,2,Other,0
Social Media,4587,10,Email Opened,0
Direct Traffic,3092,8,Email Opened,0
Google,2838,17,Form Submitted,0
Referral,1666,1,Other,0
Google,4511,6,Form Submitted,1
Google,2195,7,Page Visited,0
Referral,1384,15,Form Submitted,0
Google,4403,18,Other,0
Referral,3954,9,Email Opened,1
Direct Traffic,2899,8,Other,0
Referral,60,10,Form Submitted,0
Referral,3947,4,Other,0
Social Media,2290,8,Other,0
Referral,472,1,Form Submitted,1
Referral,958,8,Form Submitted,0
Direct Traffic,532,12,Page Visited,0
Social Media,493,15,Page Visited,1
Organic Search,81,13,Form Submitted,0
Direct Traffic,4974,16,Other,0
Direct Traffic,2970,18,Form Submitted,0
Organic Search,11,1,Email Opened,0
Referral,4544,17,Page Visited,0
Google,761,16,Email Opened,0
Social Media,3185,5,Other,0
Google,25,10,Email Opened,0
Organic Search,1806,6,Form Submitted,0
Direct Traffic,4157,12,Form Submitted,1
Direct Traffic,4324,10,Form Submitted,1
Social Media,4702,17,Email Opened,0
Direct Traffic,3659,2,Email Opened,1
Direct Traffic,1525,19,Email Opened,0
Social Media,760,6,Form Submitted,0
Social Media,594,13,Form Submitted,0
Organic Search,1055,9,Form Submitted,0
Direct Traffic,1854,12,Email Opened,0
Direct Traffic,3083,18,Email Opened,0
Organic Search,3916,8,Other,0
Referral,3675,18,Page Visited,0
Referral,2048,2,Form Submitted,1
Referral,1458,8,Email Opened,0
Organic Search,1219,10,Page Visited,0
Direct Traffic,4228,9,Email Opened,1
Organic Search,4181,18,Email Opened,0
Organic Search,1499,8,Form Submitted,0
Referral,1830,19,Page Visited,0
Google,3395,3,Email Opened,1
Direct Traffic,1203,9,Page Visited,1
Referral,4270,13,Page Visited,0
Google,2810,9,Form Submitted,0
Google,3092,12,Page Visited,0
Social Media,3044,13,Other,0
Direct Traffic,4673,8,Other,1
Google,3514,15,Form Submitted,0
Referral,1798,13,Form Submitted,0
Social Media,2575,13,Other,0
Direct Traffic,144,17,Form Submitted,0
Organic Search,4857,15,Page Visited,1
Referral,3926,19,Email Opened,1
Google,1377,3,Form Submitted,0
Google,3146,14,Other,1
Referral,1825,10,Email Opened,0
Google,793,17,Page Visited,0
Social Media,1601,8,Email Opened,0
Direct Traffic,4414,18,Other,0
Social Media,1110,12,Email Opened,0
Google,4053,17,Other,0
Organic Search,4793,11,Form Submitted,0
Direct Traffic,3937,9,Form Submitted,0
Direct Traffic,3963,15,Other,0
Referral,4942,9,Form Submitted,0
Referral,782,12,Page Visited,0
Organic Search,1116,11,Email Opened,1
Direct Traffic,1750,17,Other,0
Organic Search,2576,6,Other,0
Referral,4027,8,Other,0
Referral,3336,10,Page Visited,0
Direct Traffic,4387,15,Page Visited,0
Social Media,1487,4,Page Visited,0
Google,3875,18,Other,0
Referral,3631,11,Page Visited,1
Referral,4192,9,Form Submitted,0
Social Media,3958,9,Email Opened,0
Social Media,3397,8,Form Submitted,0
Organic Search,73,3,Form Submitted,0
Organic Search,1359,18,Page Visited,0
Google,1091,14,Other,0
Google,4853,3,Form Submitted,0
Direct Traffic,1941,17,Email Opened,1
Organic Search,3148,4,Page Visited,0
Referral,4303,18,Form Submitted,1
Organic Search,1244,15,Page Visited,0
Referral,1285,19,Email Opened,0
Social Media,4505,6,Page Visited,0
Organic Search,3036,15,Other,0
Social Media,770,7,Form Submitted,0
Google,1843,12,Form Submitted,1
Google,73,16,Other,0
Direct Traffic,1660,9,Email Opened,1
Organic Search,4349,5,Email Opened,1
Social Media,819,11,Page Visited,0
Referral,3818,2,Form Submitted,0
Google,331,16,Email Opened,0
Google,1421,4,Other,1
Referral,3655,5,Other,1
Social Media,4931,7,Other,0
Social Media,1691,6,Email Opened,0
Organic Search,4550,10,Other,0
Organic Search,4408,14,Form Submitted,1
Direct Traffic,227,8,Email Opened,1
Google,2881,14,Email Opened,0
Organic Search,4953,14,Form Submitted,0
Social Media,2865,3,Other,0
Referral,2575,1,Email Opened,0
Social Media,4522,9,Form Submitted,1
Google,464,9,Form Submitted,0
Social Media,277,2,Page Visited,0
Direct Traffic,4114,16,Other,0
Google,65,8,Other,0
Referral,4262,6,Form Submitted,0
Direct Traffic,402,13,Email Opened,1
Google,3983,1,Page Visited,0
Referral,4504,19,Page Visited,0
Direct Traffic,3478,15,Email Opened,0
Direct Traffic,3444,1,Page Visited,0
Google,4692,10,Email Opened,0
Organic Search,4419,1,Page Visited,0
Direct Traffic,3039,12,Email Opened,0
Direct Traffic,1437,11,Form Submitted,0
Referral,428,17,Form Submitted,1
Social Media,2682,4,Page Visited,0
Google,2777,7,Page Visited,0
Google,3378,12,Form Submitted,0
Organic Search,392,13,Other,1
Organic Search,4541,5,Email Opened,0
Google,341,6,Other,0
Organic Search,132,2,Page Visited,0
Referral,264,7,Form Submitted,0
Google,4188,14,Page Visited,1
Organic Search,1685,14,Other,1
Google,1434,10,Form Submitted,0
Social Media,1660,4,Form Submitted,1
Direct Traffic,3817,3,Form Submitted,0
Google,2354,14,Email Opened,0
Direct Traffic,265,6,Page Visited,1
Organic Search,4741,15,Other,0
Direct Traffic,1136,8,Email Opened,0
Google,4549,5,Other,1
Social Media,4926,3,Email Opened,0
Organic Search,1390,3,Form Submitted,0
Google,1112,13,Email Opened,0
Organic Search,2234,2,Page Visited,1
Referral,2866,1,Page Visited,1
Direct Traffic,3068,12,Other,0
Referral,2179,8,Form Submitted,1
Google,4967,19,Form Submitted,1
Social Media,634,9,Other,0
Organic Search,3631,14,Page Visited,1
Direct Traffic,1399,18,Page Visited,0
Organic Search,4786,10,Other,0
Google,2739,9,Form Submitted,0
Organic Search,3170,6,Other,0
Direct Traffic,1865,1,Other,0
Google,1955,5,Email Opened,0
Organic Search,4677,10,Other,0
Social Media,2218,13,Page Visited,0
Google,1389,4,Other,0
Google,4879,1,Form Submitted,1
Social Media,3130,2,Form Submitted,1
Referral,4276,4,Page Visited,1
Direct Traffic,4114,17,Form Submitted,0
Referral,1249,10,Other,1
Organic Search,3166,12,Page Visited,0
Social Media,1245,2,Form Submitted,0
Referral,53,3,Other,0
Google,2910,14,Form Submitted,0
Organic Search,2396,15,Email Opened,1
Organic Search,442,13,Form Submitted,0
Referral,4675,9,Page Visited,0
Referral,3611,2,Other,1
Social Media,4377,19,Other,0
Direct Traffic,2407,16,Page Visited,1
Referral,822,11,Email Opened,1
Referral,3702,12,Other,0
Google,2939,1,Page Visited,0
Organic Search,4736,2,Form Submitted,0
Direct Traffic,1031,16,Email Opened,0
Google,2016,2,Page Visited,0
Social Media,562,19,Form Submitted,0
Social Media,2538,10,Other,1
Referral,340,19,Other,1
Referral,4567,10,Email Opened,1
Social Media,3775,16,Form Submitted,0
Referral,2296,13,Page Visited,0
Direct Traffic,234,16,Other,0
Referral,1116,18,Page Visited,0
Organic Search,1908,8,Page Visited,1
Referral,1417,18,Page Visited,1
Google,4919,13,Email Opened,0
Direct Traffic,1291,7,Page Visited,1
Google,3488,18,Email Opened,0
Google,4727,6,Email Opened,0
Organic Search,3654,9,Form Submitted,0
Direct Traffic,528,6,Other,0
Direct Traffic,3324,18,Page Visited,1
Direct Traffic,1980,17,Form Submitted,1
Direct Traffic,2939,12,Form Submitted,0
Direct Traffic,1329,3,Form Submitted,0
Organic Search,1233,5,Form Submitted,0
Referral,1753,7,Form Submitted,1
Google,2800,10,Page Visited,1
Direct Traffic,2933,10,Form Submitted,1
Referral,2759,19,Other,1
Referral,2775,4,Email Opened,0
Google,3487,10,Email Opened,0
Organic Search,3850,18,Other,0
Social Media,2527,3,Page Visited,0
Social Media,4997,3,Email Opened,1
Referral,890,5,Other,1
Google,2065,16,Other,0
Social Media,1188,13,Form Submitted,0
Referral,4297,11,Email Opened,0
Organic Search,740,13,Form Submitted,0
Social Media,1369,19,Page Visited,0
Referral,1389,6,Email Opened,0
Referral,2000,13,Email Opened,1
Direct Traffic,1471,4,Other,0
Organic Search,1536,5,Email Opened,0
Direct Traffic,318,19,Page Visited,0
Google,2264,5,Page Visited,1
Direct Traffic,1894,14,Email Opened,1
Direct Traffic,3711,4,Other,0
Social Media,4819,12,Page Visited,1
Referral,2822,6,Form Submitted,0
Organic Search,4508,19,Page Visited,0
Direct Traffic,1275,10,Email Opened,0
Organic Search,3083,1,Form Submitted,0
Direct Traffic,400,16,Email Opened,0
Google,723,4,Email Opened,1
Direct Traffic,2329,9,Email Opened,1
Social Media,1135,18,Other,0
Referral,2770,17,Other,0
Google,4846,15,Page Visited,0
Direct Traffic,267,19,Email Opened,0
Organic Search,569,7,Form Submitted,0
Google,2556,18,Form Submitted,0
Google,1973,6,Form Submitted,1
Direct Traffic,545,19,Other,1
Google,2822,12,Other,0
Organic Search,4460,3,Email Opened,0
Google,4642,1,Form Submitted,0
Organic Search,270,5,Form Submitted,0
Direct Traffic,738,1,Other,0
Referral,1257,8,Other,0
Google,58,7,Form Submitted,0
Referral,4181,15,Form Submitted,1
Organic Search,4858,11,Page Visited,0
Google,389,18,Other,1
Social Media,718,14,Email Opened,0
Referral,4244,9,Email Opened,1
Google,4678,5,Form Submitted,0
Referral,120,4,Other,0
Google,2652,12,Email Opened,0
Direct Traffic,2303,1,Other,0
Referral,4861,13,Form Submitted,0
Social Media,2911,1,Form Submitted,1
Social Media,799,3,Form Submitted,1
Organic Search,3380,8,Other,0
Google,2106,18,Email Opened,0
Referral,1109,16,Page Visited,0
Organic Search,1250,16,Email Opened,1
Referral,2640,2,Other,1
Google,1649,17,Email Opened,0
Social Media,1345,10,Page Visited,0
Direct Traffic,2956,7,Email Opened,1
Social Media,2446,10,Page Visited,0
Organic Search,4994,19,Other,0
Direct Traffic,3364,9,Form Submitted,0
Organic Search,484,17,Page Visited,1
Google,802,9,Other,0
Direct Traffic,1715,9,Form Submitted,1
Organic Search,1915,5,Page Visited,0
Google,3483,7,Form Submitted,0
Social Media,1757,11,Email Opened,0
Google,1809,8,Other,1
Referral,3007,14,Other,0
Google,3225,2,Other,0
Google,3495,10,Other,0
Referral,2320,16,Page Visited,0
Organic Search,1670,16,Email Opened,1
Organic Search,4615,19,Form Submitted,0
Google,1151,11,Other,1
Referral,4747,6,Other,1
Referral,2223,6,Page Visited,0
Social Media,2667,7,Page Visited,1
Organic Search,210,16,Page Visited,0
Direct Traffic,2494,13,Email Opened,0
Organic Search,4681,3,Form Submitted,0
Organic Search,4262,9,Email Opened,1
Social Media,2507,3,Other,0
Direct Traffic,2963,6,Page Visited,0
Social Media,3428,17,Other,1
Direct Traffic,3375,3,Form Submitted,1
Google,3955,2,Form Submitted,0
Direct Traffic,3705,12,Email Opened,0
Social Media,3405,6,Email Opened,0
Organic Search,4038,10,Page Visited,0
Direct Traffic,1052,11,Page Visited,0
Direct Traffic,713,16,Other,0
Referral,2888,16,Page Visited,0
Organic Search,687,18,Page Visited,1
Google,329,9,Other,0
Social Media,1746,19,Form Submitted,0
Google,1207,2,Page Visited,0
Organic Search,2142,1,Page Visited,0
Direct Traffic,784,16,Other,0
Direct Traffic,2696,18,Other,0
Organic Search,3820,3,Other,0
Direct Traffic,3718,1,Other,0
Direct Traffic,2693,6,Other,0
Direct Traffic,625,19,Page Visited,0
Social Media,4234,19,Email Opened,0
Social Media,3708,11,Email Opened,0
Referral,761,8,Email Opened,0
Google,3979,5,Page Visited,0
Organic Search,3529,9,Form Submitted,1
Organic Search,1555,15,Page Visited,0
Organic Search,3633,14,Email Opened,1
